sep=;
Version CSV1|Tool CLUSTERCONTROLLER|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 2

;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743351 (SN: 1900743351);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743465 (SN: 1900743465);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628);SN: 1900743628 (SN: 1900743628)
21.09.2016 15:55;153.44;83;58.43;52.98;0.00;15120;49.99;13.00;3000.00;566.19;566.21;4.264;3.512;4.847;5.213;237.2;237.46;238.32;7.08;7.057;7.074;7238;8230;Ok;NonePrio;None;None;6.23;0;0;2.06;278;28.8;0;34.26;32;18.56;15.94;0.00;5013;49.99;14.00;3000.00;567.01;570.06;3.641;3.083;5.345;5.208;237.27;237.56;238.48;7.043;7.019;7.029;2063;3046;Ok;NonePrio;None;None;80.31;20;18.94;17.95;0.00;5034;49.99;13.00;3000.00;565.21;562.59;3.605;3.511;5.506;5.628;237.03;237.31;238.16;7.076;7.058;7.067;2036;3096;Ok;NonePrio;None;None;38.87;31;20.93;19.10;0.00;5073;49.99;14.00;3000.00;566.36;565.98;5.546;5.746;3.692;3.603;237.31;237.52;238.34;7.123;7.094;7.128;3139;2088;Ok;NonePrio;None;None
21.09.2016 16:00;154.64;83;58.68;53.23;0.00;14478;50;13.00;3000.00;566.32;565.53;4.085;3.315;4.646;4.968;237.29;237.63;238.46;6.778;6.756;6.77;6934;7877;Ok;NonePrio;None;None;6.12;0;0;2.06;265;28.6;0;34.66;32;18.64;16.02;0.00;4780;50;13.00;3000.00;567.6;569.23;3.484;3.349;5.119;4.905;237.37;237.73;238.63;6.712;6.69;6.699;1976;2912;Ok;NonePrio;None;None;80.71;20;19.02;18.03;0.00;4823;50;13.00;3000.00;565.71;561.79;3.449;3.303;5.285;5.077;237.13;237.48;238.3;6.779;6.762;6.766;1949;2967;Ok;NonePrio;None;None;39.28;31;21.01;19.18;0.00;4875;50;14.00;3000.00;565.65;565.59;5.322;5.098;3.536;3.388;237.39;237.68;238.46;6.843;6.818;6.846;3009;1998;Ok;NonePrio;None;None
21.09.2016 16:05;155.78;83;58.93;53.48;0.00;14478;50;12.00;3000.00;565.4;564.61;3.852;3.185;4.383;4.737;237.29;237.63;238.46;6.778;6.756;6.77;6530;7418;Ok;NonePrio;None;None;6.05;0;0;2.06;256;28.9;0;35.03;32;18.72;16.10;0.00;4780;50;12.00;3000.00;566.45;568.96;3.286;3.209;4.814;4.695;237.37;237.73;238.63;6.712;6.69;6.699;1860;2737;Ok;NonePrio;None;None;81.09;20;19.11;18.11;0.00;4823;50;12.00;3000.00;564.16;559.72;3.254;3.177;5;4.893;237.13;237.48;238.3;6.779;6.762;6.766;1834;2797;Ok;NonePrio;None;None;39.66;31;21.10;19.27;0.00;4875;50;13.00;3000.00;565.6;565.15;5.017;4.905;3.337;3.264;237.39;237.68;238.46;6.843;6.818;6.846;2836;1884;Ok;NonePrio;None;None
21.09.2016 16:10;156.86;83;59.18;53.73;0.00;13093;50;11.00;3000.00;564.7;564.07;3.7;3.062;4.218;4.521;237.51;237.78;238.69;6.126;6.104;6.118;6264;7130;Ok;NonePrio;None;None;5.95;0;0;2.06;244;29;0;35.39;32;18.81;16.19;0.00;4311;50;11.00;3000.00;565.7;566.83;3.155;3.019;4.634;4.513;237.59;237.88;238.85;6.05;6.027;6.038;1783;2625;Ok;NonePrio;None;None;81.45;20;19.19;18.20;0.00;4362;50;11.00;3000.00;563.25;560.2;3.121;3.011;4.806;4.626;237.35;237.64;238.53;6.129;6.11;6.113;1756;2690;Ok;NonePrio;None;None;40.03;31;21.18;19.35;0.00;4420;50;12.00;3000.00;565.15;565.19;4.826;4.606;3.215;3.077;237.61;237.83;238.69;6.201;6.175;6.205;2725;1815;Ok;NonePrio;None;None
21.09.2016 16:15;157.90;83;59.43;53.98;0.00;13093;50;11.00;3000.00;563.04;562.65;3.531;2.947;4.03;4.341;237.51;237.78;238.69;6.126;6.104;6.118;5965;6794;Ok;NonePrio;None;None;5.89;0;0;2.06;236;28.5;0;35.73;32;18.89;16.27;0.00;4311;50;11.00;3000.00;564.36;563.28;3.008;2.947;4.433;4.341;237.59;237.88;238.85;6.05;6.027;6.038;1696;2495;Ok;NonePrio;None;None;81.79;20;19.27;18.28;0.00;4362;50;11.00;3000.00;559;559.97;2.99;2.921;4.584;4.511;237.35;237.64;238.53;6.129;6.11;6.113;1670;2565;Ok;NonePrio;None;None;40.38;31;21.26;19.43;0.00;4420;50;12.00;3000.00;565.76;564.71;4.597;4.455;3.073;3.033;237.61;237.83;238.69;6.201;6.175;6.205;2599;1734;Ok;NonePrio;None;None
21.09.2016 16:20;158.91;83;59.68;54.23;0.00;12124;50;7.00;3000.00;560.72;561.72;3.447;2.91;3.93;4.285;237.25;237.43;238.5;5.678;5.656;5.673;5796;6618;Ok;NonePrio;None;None;5.87;0;0;2.06;233;28.5;0;36.06;32;18.97;16.35;0.00;3969;50;8.00;3000.00;563.09;563.45;2.925;2.91;4.291;4.285;237.33;237.53;238.67;5.576;5.554;5.57;1646;2416;Ok;NonePrio;None;None;82.13;20;19.36;18.36;0.00;4047;50;6.00;3000.00;557.07;558.94;2.911;2.843;4.491;4.536;237.09;237.29;238.35;5.691;5.673;5.677;1620;2509;Ok;NonePrio;None;None;40.72;31;21.35;19.52;0.00;4108;50;8.00;3000.00;562.01;562.79;4.505;4.468;3.01;2.998;237.34;237.47;238.5;5.767;5.742;5.773;2530;1693;Ok;NonePrio;None;None
21.09.2016 16:25;159.90;83;59.93;54.49;0.00;12124;50;10.00;3000.00;557.37;556.64;3.385;2.762;3.89;4.066;237.25;237.43;238.5;5.678;5.656;5.673;5658;6487;Ok;NonePrio;None;None;5.83;0;0;2.06;229;28.6;0;36.38;32;19.06;16.44;0.00;3969;50;10.00;3000.00;559.43;558.83;2.867;2.762;4.206;4.066;237.33;237.53;238.67;5.576;5.554;5.57;1602;2348;Ok;NonePrio;None;None;82.46;20;19.44;18.45;0.00;4047;50;10.00;3000.00;553.32;552.48;2.847;2.788;4.476;4.419;237.09;237.29;238.35;5.691;5.673;5.677;1573;2471;Ok;NonePrio;None;None;41.06;31;21.43;19.60;0.00;4108;50;11.00;3000.00;559.36;558.62;4.442;4.37;2.989;2.949;237.34;237.47;238.5;5.767;5.742;5.773;2483;1668;Ok;NonePrio;None;None
21.09.2016 16:30;160.88;83;60.18;54.74;0.00;11684;49.98;10.00;3000.00;557.29;556.42;3.324;2.756;3.842;4.03;237.2;237.31;238.43;5.476;5.452;5.47;5555;6403;Ok;NonePrio;None;None;5.82;0;0;2.06;228;28.8;0;36.70;32;19.14;16.52;0.00;3773;49.98;10.00;3000.00;559.53;558.18;2.802;2.756;4.107;4.03;237.28;237.42;238.6;5.302;5.279;5.296;1566;2290;Ok;NonePrio;None;None;82.79;20;19.52;18.53;0.00;3912;49.98;10.00;3000.00;553.5;552.19;2.778;2.71;4.45;4.444;237.03;237.17;238.27;5.509;5.488;5.492;1536;2455;Ok;NonePrio;None;None;41.39;31;21.51;19.68;0.00;3999;49.99;11.00;3000.00;558.85;558.91;4.392;4.344;2.969;2.941;237.29;237.36;238.43;5.619;5.591;5.624;2453;1658;Ok;NonePrio;None;None
21.09.2016 16:35;161.83;83;60.43;54.99;0.00;11684;49.98;10.00;3000.00;556.1;554.9;3.25;2.674;3.781;3.931;237.2;237.31;238.43;5.476;5.452;5.47;5419;6285;Ok;NonePrio;None;None;5.79;0;0;2.06;224;28.7;0;37.00;32;19.22;16.60;0.00;3773;49.98;10.00;3000.00;559.58;555.2;2.722;2.674;4.003;3.931;237.28;237.42;238.6;5.302;5.279;5.296;1521;2220;Ok;NonePrio;None;None;83.11;20;19.61;18.62;0.00;3912;49.98;10.00;3000.00;551.2;551.57;2.707;2.622;4.407;4.449;237.03;237.17;238.27;5.509;5.488;5.492;1490;2429;Ok;NonePrio;None;None;41.72;31;21.60;19.77;0.00;3999;49.99;11.00;3000.00;557.52;557.93;4.323;4.289;2.935;2.923;237.29;237.36;238.43;5.619;5.591;5.624;2408;1636;Ok;NonePrio;None;None
21.09.2016 16:40;162.75;83;60.68;55.24;0.00;11054;50.01;10.00;3000.00;555.61;553.67;3.137;2.517;3.671;3.669;237.22;237.34;238.53;5.18;5.155;5.176;5226;6088;Ok;NonePrio;None;None;5.66;0;0;2.06;208;28.5;0;37.30;32;19.31;16.69;0.00;3509;50.01;10.00;3000.00;558.55;554.49;2.617;2.517;3.842;3.669;237.28;237.43;238.68;4.93;4.907;4.928;1460;2129;Ok;NonePrio;None;None;83.42;20;19.69;18.70;0.00;3720;50.01;10.00;3000.00;551.56;549.77;2.595;2.498;4.305;4.082;237.06;237.21;238.38;5.236;5.215;5.221;1430;2365;Ok;NonePrio;None;None;42.04;31;21.68;19.85;0.00;3825;50.01;11.00;3000.00;556.72;556.76;4.199;3.984;2.867;2.734;237.32;237.39;238.54;5.374;5.345;5.38;2336;1594;Ok;NonePrio;None;None
21.09.2016 16:45;163.62;83;60.93;55.49;0.00;11054;50.01;10.00;3000.00;556.3;554;2.986;2.449;3.507;3.592;237.22;237.34;238.53;5.18;5.155;5.176;4980;5820;Ok;NonePrio;None;None;5.65;0;0;2.06;207;28.6;0;37.57;32;19.39;16.77;0.00;3509;50.01;10.00;3000.00;559.5;554.32;2.486;2.44;3.657;3.577;237.28;237.43;238.68;4.93;4.907;4.928;1389;2026;Ok;NonePrio;None;None;83.71;20;19.77;18.78;0.00;3720;50.01;10.00;3000.00;551.49;549.86;2.465;2.437;4.125;4.162;237.06;237.21;238.38;5.236;5.215;5.221;1357;2266;Ok;NonePrio;None;None;42.34;31;21.76;19.93;0.00;3825;50.01;11.00;3000.00;557.93;557.84;4.007;3.98;2.741;2.725;237.32;237.39;238.54;5.374;5.345;5.38;2234;1528;Ok;NonePrio;None;None
21.09.2016 16:50;164.40;83;61.18;55.74;0.00;9395;49.99;10.00;3000.00;551.28;550.37;2.685;1.987;3.138;2.993;237.36;237.95;238.68;4.394;4.378;4.395;4438;5172;Ok;NonePrio;None;None;5.32;0;0;2.06;165;28.7;0;37.82;32;19.47;16.85;0.00;2985;49.99;10.00;3000.00;553.91;551.24;2.243;2.014;3.287;2.961;237.43;238.04;238.83;4.186;4.171;4.189;1241;1810;Ok;NonePrio;None;None;83.97;20;19.86;18.87;0.00;3166;49.99;10.00;3000.00;547.93;546.81;2.218;1.976;3.684;3.232;237.2;237.81;238.53;4.447;4.435;4.438;1213;2013;Ok;NonePrio;None;None;42.61;31;21.85;20.02;0.00;3244;49.99;11.00;3000.00;552.01;553.06;3.596;3.188;2.443;2.155;237.46;238;238.69;4.549;4.529;4.56;1984;1349;Ok;NonePrio;None;None
21.09.2016 16:55;165.06;83;61.43;55.99;0.00;9395;49.99;9.00;3000.00;547.42;545.69;2.306;1.771;2.665;2.592;237.36;237.95;238.68;4.394;4.378;4.395;3783;4356;Ok;NonePrio;None;None;5.13;0;0;2.06;141;30.8;0;38.03;32;19.56;16.94;0.00;2985;49.99;10.00;3000.00;549.6;546.45;1.938;1.772;2.846;2.598;237.43;238.04;238.83;4.186;4.171;4.189;1063;1554;Ok;NonePrio;None;None;84.19;20;19.94;18.95;0.00;3166;49.99;9.00;3000.00;544.4;542.44;1.922;1.752;3.089;2.733;237.2;237.81;238.53;4.447;4.435;4.438;1045;1674;Ok;NonePrio;None;None;42.83;31;21.93;20.10;0.00;3244;49.99;10.00;3000.00;548.26;548.2;3.059;2.733;2.06;1.818;237.46;238;238.69;4.549;4.529;4.56;1675;1128;Ok;NonePrio;None;None
21.09.2016 17:00;165.59;83;61.68;56.24;0.00;6455;50.02;10.00;3000.00;542.1;540.55;1.892;1.489;2.159;2.193;237.6;238.26;239.07;3.013;3.008;3.014;3075;3495;Ok;NonePrio;None;None;4.96;0;0;2.06;120;30.8;0;38.21;32;19.64;17.02;0.00;2117;50.02;10.00;3000.00;544.08;542.55;1.604;1.483;2.364;2.154;237.67;238.35;239.23;2.962;2.958;2.967;872;1281;Ok;NonePrio;None;None;84.37;20;20.02;19.03;0.00;2155;50.02;10.00;3000.00;538.84;537.24;1.602;1.479;2.466;2.331;237.45;238.13;238.93;3.023;3.02;3.013;862;1323;Ok;NonePrio;None;None;43.01;31;22.02;20.18;0.00;2183;50.02;10.00;3000.00;543.38;541.86;2.471;2.244;1.647;1.544;237.69;238.3;239.07;3.055;3.046;3.064;1341;891;Ok;NonePrio;None;None
21.09.2016 17:05;166.03;83;61.93;56.49;0.00;6455;50.02;10.00;3000.00;537.69;536.62;1.576;1.194;1.788;1.786;237.6;238.26;239.07;3.013;3.008;3.014;2540;2874;Ok;NonePrio;None;None;4.75;0;0;2.06;94;30.6;0;38.35;32;19.72;17.10;0.00;2117;50.02;10.00;3000.00;537.99;538.32;1.345;1.194;1.975;1.781;237.67;238.35;239.23;2.962;2.958;2.967;722;1062;Ok;NonePrio;None;None;84.52;20;20.11;19.12;0.00;2155;50.02;10.00;3000.00;534.9;533.15;1.34;1.217;2.038;1.777;237.45;238.13;238.93;3.023;3.02;3.013;715;1085;Ok;NonePrio;None;None;43.16;31;22.10;20.27;0.00;2183;50.02;10.00;3000.00;540.18;538.41;2.045;1.807;1.353;1.208;237.69;238.3;239.07;3.055;3.046;3.064;1103;727;Ok;NonePrio;None;None
21.09.2016 17:10;166.42;83;62.18;56.74;0.00;4613;49.99;10.00;3000.00;534.34;532.57;1.377;1.155;1.56;1.712;237.6;238.27;239.17;2.153;2.15;2.154;2203;2486;Ok;NonePrio;None;None;4.73;0;0;2.06;92;30.5;0;38.48;32;19.81;17.19;0.00;1524;49.99;10.00;3000.00;536.39;534.96;1.17;1.142;1.727;1.695;237.67;238.37;239.33;2.133;2.129;2.137;626;922;Ok;NonePrio;None;None;84.65;20;20.19;19.20;0.00;1539;49.99;10.00;3000.00;530.9;527.07;1.175;1.153;1.778;1.749;237.45;238.14;239.02;2.161;2.158;2.15;622;936;Ok;NonePrio;None;None;43.29;31;22.18;20.35;0.00;1550;49.99;11.00;3000.00;535.75;535.7;1.786;1.754;1.176;1.164;237.69;238.32;239.17;2.167;2.163;2.177;955;628;Ok;NonePrio;None;None
21.09.2016 17:15;166.79;83;62.43;56.99;0.00;4613;49.99;10.00;3000.00;534.48;533.13;1.355;1.101;1.544;1.634;237.6;238.27;239.17;2.153;2.15;2.154;2169;2463;Ok;NonePrio;None;None;4.72;0;0;2.06;90;30.3;0;38.60;32;19.89;17.27;0.00;1524;49.99;10.00;3000.00;537.39;533.15;1.148;1.124;1.696;1.623;237.67;238.37;239.33;2.133;2.129;2.137;615;903;Ok;NonePrio;None;None;84.77;20;20.27;19.28;0.00;1539;49.99;10.00;3000.00;529.68;530.35;1.15;1.113;1.762;1.718;237.45;238.14;239.02;2.161;2.158;2.15;607;933;Ok;NonePrio;None;None;43.42;31;22.27;20.43;0.00;1550;49.99;10.00;3000.00;536.39;535.9;1.768;1.732;1.174;1.158;237.69;238.32;239.17;2.167;2.163;2.177;947;627;Ok;NonePrio;None;None
21.09.2016 17:20;167.15;83;62.68;57.24;0.00;4305;49.95;10.00;3000.00;532.34;531.63;1.285;1.032;1.467;1.533;238.26;239.06;240.02;2.008;2.003;2.005;2050;2335;Ok;NonePrio;None;None;4.67;0;0;2.06;84;29.8;0;38.72;32;19.97;17.36;0.00;1402;49.95;10.00;3000.00;533.5;533.48;1.089;1.017;1.594;1.496;238.34;239.16;240.18;1.96;1.955;1.96;580;849;Ok;NonePrio;None;None;84.89;20;20.36;19.37;0.00;1440;49.95;10.00;3000.00;530.02;528.32;1.08;1.032;1.684;1.61;238.11;238.93;239.87;2.02;2.015;2.006;571;888;Ok;NonePrio;None;None;43.54;31;22.35;20.52;0.00;1463;49.95;11.00;3000.00;533.51;533.1;1.688;1.607;1.125;1.077;238.35;239.1;240.01;2.044;2.039;2.05;899;598;Ok;NonePrio;None;None
21.09.2016 17:25;167.49;83;62.93;57.49;0.00;4305;49.95;10.00;3000.00;531.61;529.55;1.201;0.946;1.377;1.407;238.26;239.06;240.02;2.008;2.003;2.005;1913;2181;Ok;NonePrio;None;None;4.62;0;0;2.06;77;29.7;0;38.83;32;20.06;17.44;0.00;1402;49.95;10.00;3000.00;534.07;528.76;1.014;0.959;1.496;1.394;238.34;239.16;240.18;1.96;1.955;1.96;540;790;Ok;NonePrio;None;None;85.00;20;20.44;19.45;0.00;1440;49.95;10.00;3000.00;528.36;526.89;1.009;0.948;1.583;1.47;238.11;238.93;239.87;2.02;2.015;2.006;532;832;Ok;NonePrio;None;None;43.65;31;22.43;20.60;0.00;1463;49.95;11.00;3000.00;532.42;533;1.582;1.504;1.052;0.994;238.35;239.1;240.01;2.044;2.039;2.05;841;559;Ok;NonePrio;None;None
21.09.2016 17:30;167.77;83;63.18;57.74;0.00;3456;49.94;10.00;3000.00;526.4;526.34;1.049;0.798;1.194;1.168;238.41;239.15;240.12;1.611;1.605;1.607;1654;1880;Ok;NonePrio;None;None;4.52;0;0;2.06;65;29.3;0;38.92;32;20.14;17.52;0.00;1125;49.94;10.00;3000.00;527.23;527.66;0.888;0.793;1.298;1.164;238.48;239.24;240.27;1.573;1.566;1.57;467;683;Ok;NonePrio;None;None;85.10;20;20.52;19.53;0.00;1157;49.94;10.00;3000.00;524.22;522.23;0.882;0.798;1.375;1.23;238.26;239.03;239.99;1.623;1.617;1.608;461;717;Ok;NonePrio;None;None;43.75;31;22.52;20.68;0.00;1174;49.94;11.00;3000.00;527.75;529.13;1.377;1.231;0.91;0.801;238.5;239.19;240.12;1.638;1.632;1.643;726;480;Ok;NonePrio;None;None
21.09.2016 17:35;168.00;83;63.43;57.99;0.00;3456;49.94;10.00;3000.00;521.6;520.64;0.877;0.648;0.996;0.982;238.41;239.15;240.12;1.611;1.605;1.607;1370;1550;Ok;NonePrio;None;None;4.43;0;0;2.06;54;29.3;0;38.99;32;20.22;17.60;0.00;1125;49.94;10.00;3000.00;523.37;522.55;0.741;0.663;1.088;0.971;238.48;239.24;240.27;1.573;1.566;1.57;387;567;Ok;NonePrio;None;None;85.18;20;20.61;19.62;0.00;1157;49.94;10.00;3000.00;518.96;516.03;0.741;0.635;1.147;1.027;238.26;239.03;239.99;1.623;1.617;1.608;383;590;Ok;NonePrio;None;None;43.83;31;22.60;20.77;0.00;1174;49.94;11.00;3000.00;522.48;523.35;1.151;1.026;0.754;0.661;238.5;239.19;240.12;1.638;1.632;1.643;600;393;Ok;NonePrio;None;None
21.09.2016 17:40;168.20;83;63.68;58.24;0.00;2324;49.94;10.00;3000.00;517.81;515.14;0.727;0.553;0.826;0.808;237.72;238.53;239.52;1.087;1.084;1.085;1125;1271;Ok;NonePrio;None;None;4.36;0;0;2.06;45;29.3;0;39.06;32;20.31;17.69;0.00;761;49.94;10.00;3000.00;517.71;515.52;0.616;0.542;0.907;0.793;237.79;238.62;239.67;1.067;1.064;1.067;317;466;Ok;NonePrio;None;None;85.24;20;20.69;19.70;0.00;778;49.94;10.00;3000.00;516.6;512.36;0.614;0.54;0.948;0.83;237.58;238.42;239.39;1.095;1.094;1.085;315;484;Ok;NonePrio;None;None;43.90;31;22.68;20.85;0.00;785;49.94;11.00;3000.00;519.12;517.54;0.952;0.839;0.623;0.553;237.81;238.57;239.51;1.099;1.096;1.104;493;321;Ok;NonePrio;None;None
21.09.2016 17:45;168.35;83;63.93;58.49;0.00;2324;49.94;10.00;3000.00;508.97;507.96;0.586;0.428;0.662;0.617;237.72;238.53;239.52;1.087;1.084;1.085;890;1005;Ok;NonePrio;None;None;4.28;0;0;2.06;36;29.2;0;39.11;32;20.39;17.77;0.00;761;49.94;10.00;3000.00;509.37;509.15;0.496;0.424;0.728;0.608;237.79;238.62;239.67;1.067;1.064;1.067;251;369;Ok;NonePrio;None;None;85.29;20;20.77;19.78;0.00;778;49.94;10.00;3000.00;505.67;505.93;0.497;0.425;0.758;0.655;237.58;238.42;239.39;1.095;1.094;1.085;249;382;Ok;NonePrio;None;None;43.95;31;22.77;20.93;0.00;785;49.94;11.00;3000.00;511.89;508.8;0.766;0.651;0.501;0.428;237.81;238.57;239.51;1.099;1.096;1.104;390;254;Ok;NonePrio;None;None
21.09.2016 17:50;168.46;83;64.18;58.74;0.00;1359;50;10.00;3000.00;499.83;496.44;0.451;0.307;0.51;0.458;237.57;238.41;239.41;0.638;0.646;0.646;673;755;Ok;NonePrio;None;None;4.21;0;0;2.06;27;29.1;0;39.14;32;20.47;17.86;0.00;443;50;10.00;3000.00;501.79;497.93;0.381;0.312;0.56;0.45;237.64;238.5;239.56;0.624;0.632;0.634;190;277;Ok;NonePrio;None;None;85.33;20;20.86;19.87;0.00;454;50;10.00;3000.00;495.65;493.56;0.383;0.317;0.586;0.468;237.44;238.3;239.28;0.645;0.652;0.644;188;288;Ok;NonePrio;None;None;43.98;31;22.85;21.02;0.00;462;50;11.00;3000.00;502.06;497.85;0.591;0.47;0.384;0.307;237.65;238.44;239.4;0.647;0.655;0.66;295;190;Ok;NonePrio;None;None
21.09.2016 17:55;168.53;83;64.43;58.99;0.00;1359;50;10.00;3000.00;486.26;483.62;0.326;0.234;0.364;0.333;237.57;238.41;239.41;0.638;0.646;0.646;473;523;Ok;NonePrio;None;None;4.16;0;0;2.06;20;28.8;0;39.17;32;20.56;17.94;0.00;443;50;10.00;3000.00;489.23;487.03;0.274;0.234;0.401;0.333;237.64;238.5;239.56;0.624;0.632;0.634;133;194;Ok;NonePrio;None;None;85.35;20;20.94;19.95;0.00;454;50;10.00;3000.00;482.45;479.11;0.278;0.222;0.419;0.329;237.44;238.3;239.28;0.645;0.652;0.644;133;199;Ok;NonePrio;None;None;44.01;31;22.93;21.10;0.00;462;50;11.00;3000.00;487.12;484.74;0.427;0.34;0.272;0.225;237.65;238.44;239.4;0.647;0.655;0.66;207;130;Ok;NonePrio;None;None
21.09.2016 18:00;168.57;83;64.68;59.24;0.00;562;49.97;11.00;3000.00;478.32;473.53;0.241;0.166;0.266;0.255;237.07;237.93;239.07;0.275;0.284;0.287;341;373;Ok;NonePrio;None;None;4.11;0;0;2.06;14;28.6;0;39.18;32;20.64;18.02;0.00;186;49.97;11.00;3000.00;477;472.49;0.204;0.166;0.299;0.255;237.13;238.02;239.21;0.27;0.28;0.284;96;140;Ok;NonePrio;None;None;85.37;20;21.02;20.03;0.00;186;49.97;11.00;3000.00;478.89;467.17;0.204;0.173;0.306;0.252;236.94;237.83;238.95;0.281;0.288;0.286;96;141;Ok;NonePrio;None;None;44.02;31;23.02;21.18;0.00;190;49.97;11.00;3000.00;479.07;480.93;0.315;0.268;0.194;0.153;237.14;237.96;239.05;0.276;0.285;0.291;149;92;Ok;NonePrio;None;None
21.09.2016 18:05;168.60;83;64.93;59.49;0.00;562;49.97;11.00;3000.00;473.92;466.97;0.172;0.107;0.188;0.168;237.07;237.93;239.07;0.275;0.284;0.287;239;257;Ok;NonePrio;None;None;4.07;0;0;2.06;9;28.4;0;39.19;32;20.72;18.11;0.00;186;49.97;11.00;3000.00;480.62;458.73;0.142;0.107;0.217;0.168;237.13;238.02;239.21;0.27;0.28;0.284;67;98;Ok;NonePrio;None;None;85.38;20;21.11;20.12;0.00;186;49.97;11.00;3000.00;476.3;458.32;0.145;0.108;0.218;0.166;236.94;237.83;238.95;0.281;0.288;0.286;67;98;Ok;NonePrio;None;None;44.03;31;23.10;21.27;0.00;190;49.97;11.00;3000.00;464.85;483.86;0.229;0.176;0.13;0.09;237.14;237.96;239.05;0.276;0.285;0.291;105;61;Ok;NonePrio;None;None
21.09.2016 18:10;168.61;83;65.18;59.69;0.00;89;49.92;0.00;3000.00;475.99;465.95;0.093;0;0.102;0;236.3;237.24;238.55;0.08;0.089;0.099;126;136;Ok;NonePrio;None;None;4.04;0;0;2.06;5;28.3;0;39.19;32;20.81;18.17;0.00;29;49.92;0.00;3000.00;478.23;460.17;0.076;0;0.12;0;236.36;237.32;238.69;0.075;0.086;0.096;34;53;Ok;NonePrio;None;None;85.38;20;21.19;20.18;0.00;29;49.92;0.00;3000.00;477.94;462.54;0.077;0;0.12;0;236.17;237.14;238.43;0.09;0.097;0.103;34;53;Ok;NonePrio;None;None;44.03;31;23.18;21.34;0.00;31;49.92;0.00;3000.00;471.8;475.14;0.127;0;0.067;0;236.37;237.26;238.53;0.077;0.085;0.098;58;30;Ok;NonePrio;None;None
